Wall time,Step,Value
1564866255.3809252,0,0.1484980583190918
1564866271.9960063,1,0.15031492710113525
1564866288.086842,2,0.1445009708404541
1564866305.0153694,3,0.1380814015865326
1564866320.7218306,4,0.1484980583190918
1564866334.676191,5,0.1821705400943756
1564866350.244973,6,0.19900678098201752
1564866366.194345,7,0.2749515473842621
1564866381.1853685,8,0.18277616798877716
1564866398.3752742,9,0.21523740887641907
1564866413.8275275,10,0.1693314015865326
1564866428.7315438,11,0.17635658383369446
1564866444.1711097,12,0.19840116798877716
1564866458.3946962,13,0.176962211728096
1564866475.403816,14,0.208212211728096
1564866493.0010972,15,0.22504845261573792
1564866508.6881766,16,0.24709302186965942
1564866525.752896,17,0.26211240887641907
1564866542.4221575,18,0.2877906858921051
1564866560.3667188,19,0.2969961166381836
1564866574.8321977,20,0.35089632868766785
1564866590.9231765,21,0.4228439927101135
1564866609.4131281,22,0.434835284948349
1564866627.219115,23,0.40201064944267273
1564866644.0056245,24,0.4118216931819916
1564866659.3295112,25,0.4436773359775543
1564866676.4238162,26,0.47856104373931885
1564866692.7885811,27,0.385174423456192
1564866710.1813974,28,0.5024224519729614
1564866727.8937147,29,0.5058139562606812
1564866743.3981442,30,0.5168362259864807
1564866757.3962479,31,0.5416666865348816
1564866774.1838322,32,0.5248304009437561
1564866790.50536,33,0.5132025480270386
1564866808.3234243,34,0.543483555316925
1564866825.698602,35,0.49418604373931885
1564866843.4445484,36,0.5306443572044373
1564866858.6848087,37,0.5462693572044373
1564866873.8994575,38,0.5324612259864807
1564866889.4709947,39,0.5492974519729614
1564866907.4697092,40,0.5210756063461304
1564866923.326516,41,0.44888564944267273
1564866939.2919934,42,0.5232558250427246
1564866954.9982276,43,0.5618943572044373
1564866971.77797,44,0.5465116500854492
1564866986.790531,45,0.5324612259864807
1564867001.349177,46,0.6224563717842102
1564867017.1129541,47,0.588178277015686
1564867033.392484,48,0.4546996057033539
1564867049.6879756,49,0.29118216037750244
1564867064.6182468,50,0.5857558250427246
1564867080.2114315,51,0.518410861492157
1564867098.400696,52,0.4256298542022705
1564867115.8717859,53,0.4170300364494324
1564867133.8381808,54,0.416424423456192
1564867152.315239,55,0.4170300364494324
1564867169.2125936,56,0.5765503644943237
1564867183.4857044,57,0.6356589198112488
1564867200.3422115,58,0.623062014579773
1564867217.9611552,59,0.6564922332763672
1564867234.3323689,60,0.5841811895370483
1564867250.068019,61,0.6362645626068115
1564867267.0720723,62,0.6549176573753357
1564867283.4796104,63,0.6136143207550049
1564867299.670021,64,0.6328730583190918
1564867316.7907171,65,0.5765503644943237
1564867334.306442,66,0.5262839198112488
1564867349.9585638,67,0.38759690523147583
1564867365.3578937,68,0.5052083134651184
1564867383.2126637,69,0.5857558250427246
1564867400.0704763,70,0.6380813717842102
1564867414.5536947,71,0.6677567958831787
1564867431.03265,72,0.669937014579773
1564867446.4823506,73,0.6681201457977295
1564867463.3282304,74,0.6392926573753357
1564867479.7583776,75,0.6420784592628479
1564867498.6985776,76,0.6451066136360168
1564867515.323338,77,0.7204457521438599
1564867532.579495,78,0.6531007885932922
1564867548.8662415,79,0.6687257885932922
1564867566.939879,80,0.7066376209259033
1564867584.3634412,81,0.7036094665527344
1564867602.0980194,82,0.5805474519729614
1564867619.2325575,83,0.6735707521438599
1564867635.17539,84,0.710634708404541
1564867651.8777559,85,0.6570978760719299
1564867666.7145228,86,0.6879844665527344
1564867682.650979,87,0.694767415523529
1564867698.1558366,88,0.6873788833618164
1564867715.3470938,89,0.7186288833618164
1564867731.8189852,90,0.6919816136360168
1564867748.3048859,91,0.6460756063461304
1564867765.6704175,92,0.7014292478561401
1564867782.040505,93,0.6723594665527344
1564867799.4942605,94,0.6641230583190918
1564867813.3578598,95,0.710634708404541
1564867831.9552612,96,0.606589138507843
1564867849.7222877,97,0.6589147448539734
1564867864.4644768,98,0.7611433863639832
1564867881.3237264,99,0.6154311895370483
1564867897.935039,100,0.7204457521438599
1564867915.35638,101,0.7314680218696594
1564867932.0015113,102,0.7100290656089783
1564867950.700406,103,0.6913759708404541
1564867967.9673226,104,0.5104166865348816
1564867984.5666206,105,0.5719476938247681
1564868001.6191282,106,0.663517415523529
1564868020.3975694,107,0.6182170510292053
1564868035.0650468,108,0.6653342843055725
1564868052.2516267,109,0.6669089198112488
1564868067.989327,110,0.694767415523529
1564868083.9342632,111,0.6925871968269348
1564868100.6210597,112,0.6843507885932922
1564868116.1796331,113,0.6849563717842102
1564868132.8484426,114,0.713420569896698
1564868147.981454,115,0.6953730583190918
1564868165.351543,116,0.6953730583190918
1564868182.2721343,117,0.6965842843055725
1564868199.3691912,118,0.7116037011146545
1564868214.343599,119,0.7256540656089783
1564868230.6049423,120,0.697795569896698
1564868247.8892565,121,0.7244428396224976
1564868264.4425137,122,0.6577034592628479
1564868281.7382843,123,0.7005813717842102
1564868296.1288395,124,0.6705426573753357
1564868313.3522005,125,0.6867732405662537
1564868330.8027508,126,0.7060319781303406
1564868349.0995226,127,0.6959787011146545
1564868366.8541028,128,0.695009708404541
1564868384.0144243,129,0.698401153087616
1564868402.2928894,130,0.7320736646652222
1564868419.1342747,131,0.7400678396224976
1564868435.9058485,132,0.6867732405662537
1564868453.3651195,133,0.6867732405662537
1564868470.909506,134,0.7130571603775024
1564868487.3166757,135,0.7082121968269348
1564868504.0201454,136,0.6931928396224976
1564868521.892927,137,0.7030038833618164
1564868537.7152784,138,0.663517415523529
1564868555.6810975,139,0.7228682041168213
1564868568.6849456,140,0.7128149271011353
1564868585.0817425,141,0.7036094665527344
1564868601.2082908,142,0.6913759708404541
1564868619.6927204,143,0.6849563717842102
1564868636.0557652,144,0.716812014579773
1564868650.4153368,145,0.7278342843055725
1564868666.9297216,146,0.7280765771865845
1564868681.6845279,147,0.6953730583190918
1564868698.0083168,148,0.7430959343910217
1564868714.488901,149,0.7326792478561401
1564868731.9984355,150,0.7526647448539734
1564868748.249369,151,0.7308623790740967
1564868766.7835593,152,0.6555232405662537
1564868780.9634883,153,0.726865291595459
1564868798.9392664,154,0.7210513353347778
1564868816.2742462,155,0.7180232405662537
1564868833.9044728,156,0.6885901093482971
1564868848.3240554,157,0.6971899271011353
1564868866.354265,158,0.6965842843055725
1564868882.7673366,159,0.6990067958831787
1564868897.735069,160,0.7308623790740967
1564868914.146125,161,0.7152373790740967
1564868930.9925268,162,0.7332848906517029
1564868946.9811885,163,0.6931928396224976
1564868964.1248343,164,0.724079430103302
1564868981.626856,165,0.7495155334472656
1564868997.0280771,166,0.7483042478561401
1564869014.4615548,167,0.7082121968269348
1564869030.715469,168,0.7174176573753357
1564869045.7044475,169,0.7354651093482971
1564869062.7108457,170,0.7222626209259033
1564869079.303815,171,0.6809592843055725
1564869098.1694717,172,0.7338905334472656
1564869116.0941496,173,0.7122092843055725
1564869133.7116122,174,0.7082121968269348
1564869150.0935087,175,0.6953730583190918
1564869167.770141,176,0.7094234228134155
1564869185.1711013,177,0.7060319781303406
1564869202.4959638,178,0.7023982405662537
1564869218.6955473,179,0.710634708404541
1564869235.3675368,180,0.723473846912384
1564869253.1535795,181,0.7278342843055725
1564869269.5192666,182,0.7314680218696594
1564869285.848201,183,0.7192344665527344
1564869302.4371088,184,0.7366763353347778
1564869319.71239,185,0.713420569896698
1564869337.8623385,186,0.6873788833618164
1564869353.516775,187,0.7232316136360168
1564869370.5915747,188,0.7302567958831787
1564869386.4254754,189,0.7152373790740967
1564869401.5850174,190,0.7192344665527344
1564869419.3599815,191,0.729651153087616
1564869436.270959,192,0.7394621968269348
1564869451.6225736,193,0.7443071603775024
1564869466.6635685,194,0.714026153087616
1564869481.0047903,195,0.744670569896698
1564869498.176037,196,0.7470930218696594
1564869515.1755126,197,0.7326792478561401
1564869531.1364536,198,0.7198401093482971
1564869548.7483778,199,0.714026153087616
