Wall time,Step,Value
1566338556.3217738,0,0.15952034294605255
1566338558.17485,1,0.1601259708404541
1566338560.0341666,2,0.161337211728096
1566338561.8037589,3,0.1589147299528122
1566338563.576294,4,0.161337211728096
1566338565.2618887,5,0.16593992710113525
1566338566.886781,6,0.1705426424741745
1566338568.5322208,7,0.20482073724269867
1566338570.240064,8,0.23146802186965942
1566338572.046387,9,0.1733284890651703
1566338573.9035566,10,0.13626453280448914
1566338575.5768893,11,0.1484980583190918
1566338577.2681277,12,0.1717538833618164
1566338578.9188719,13,0.1653342992067337
1566338580.5384982,14,0.09798934310674667
1566338582.1505575,15,0.11603682488203049
1566338583.9839709,16,0.14147286117076874
1566338585.659894,17,0.16993701457977295
1566338587.3428206,18,0.15830910205841064
1566338589.133304,19,0.20421510934829712
1566338590.7942305,20,0.1380814015865326
1566338592.4810255,21,0.15249516069889069
1566338594.1664972,22,0.15188953280448914
1566338595.9940057,23,0.15431201457977295
1566338597.7348433,24,0.13868701457977295
1566338599.3960361,25,0.1420784890651703
1566338600.9725966,26,0.12524224817752838
1566338602.599737,27,0.1549176424741745
1566338604.2693722,28,0.13626453280448914
1566338605.9823954,29,0.1420784890651703
1566338607.6989915,30,0.1432897299528122
1566338609.459392,31,0.1913759708404541
1566338611.231881,32,0.21523740887641907
1566338613.029992,33,0.2134205400943756
1566338614.6293895,34,0.2057897299528122
1566338616.2482169,35,0.2679263651371002
1566338617.9628127,36,0.20542635023593903
1566338619.6740527,37,0.3086240291595459
1566338621.4923313,38,0.3659156858921051
1566338623.148543,39,0.341085284948349
1566338624.774563,40,0.3631298542022705
1566338626.4429288,41,0.26913759112358093
1566338628.161163,42,0.307049423456192
1566338629.8223855,43,0.40419089794158936
1566338631.5222018,44,0.34568798542022705
1566338633.2719471,45,0.2865794599056244
1566338634.9775033,46,0.21402616798877716
1566338636.7636168,47,0.24430717527866364
1566338638.4538062,48,0.2541182041168213
1566338640.151355,49,0.3490794599056244
1566338641.701761,50,0.2905765473842621
1566338643.2863686,51,0.3190406858921051
1566338644.988051,52,0.3022044599056244
1566338646.7560723,53,0.29239341616630554
1566338648.360038,54,0.3086240291595459
1566338650.1144645,55,0.43326064944267273
1566338651.7361856,56,0.34811046719551086
1566338653.3502285,57,0.5064195990562439
1566338654.9937418,58,0.3322432041168213
1566338656.5189319,59,0.4767441749572754
1566338658.0310798,60,0.356710284948349
1566338659.805987,61,0.3579215109348297
1566338661.6498787,62,0.15431201457977295
1566338663.4397712,63,0.24127906560897827
1566338665.1653743,64,0.30922964215278625
1566338666.7646582,65,0.4118216931819916
1566338668.6281743,66,0.4803779125213623
1566338670.2950292,67,0.3527131676673889
1566338672.0550828,68,0.41061046719551086
1566338673.9181714,69,0.4755329489707947
1566338675.6431673,70,0.481589138507843
1566338677.2654908,71,0.341085284948349
1566338678.9130588,72,0.5474806427955627
1566338680.4760091,73,0.5064195990562439
1566338682.2260325,74,0.5621366500854492
1566338683.7988002,75,0.49018895626068115
1566338685.4429438,76,0.5633478760719299
1566338687.0368152,77,0.484375
1566338688.6407633,78,0.5701308250427246
1566338690.364464,79,0.4831637740135193
1566338692.0314496,80,0.3961966931819916
1566338693.722848,81,0.5180474519729614
1566338695.396199,82,0.5829699635505676
1566338697.2009847,83,0.4935804307460785
1566338698.874469,84,0.5731589198112488
1566338700.711709,85,0.5609253644943237
1566338702.4380682,86,0.5906007885932922
1566338704.1325366,87,0.5486918687820435
1566338705.9008312,88,0.5116279125213623
1566338707.6607332,89,0.5765503644943237
1566338709.4915953,90,0.5376695990562439
1566338711.3542926,91,0.4078246057033539
