Wall time,Step,Value
1566338255.502694,0,0.15609681606292725
1566338256.03193,1,0.563725471496582
1566338256.4001818,2,0.4762561321258545
1566338256.8321085,3,0.6210171580314636
1566338257.1979942,4,0.6288296580314636
1566338257.5570552,5,0.569699764251709
1566338257.921842,6,0.3909313678741455
1566338258.2776244,7,0.6447610259056091
1566338258.6430638,8,0.6761642098426819
1566338259.0275137,9,0.7432597875595093
1566338259.3881605,10,0.5860906839370728
1566338259.7464051,11,0.7524510025978088
1566338260.096382,12,0.7285539507865906
1566338260.4464488,13,0.7642463445663452
1566338260.7977245,14,0.7107843160629272
1566338261.147891,15,0.6885722875595093
1566338261.5164573,16,0.7761948704719543
1566338261.9103453,17,0.7809436321258545
1566338262.280134,18,0.7882965803146362
1566338262.6322327,19,0.8100489974021912
1566338262.9915245,20,0.8200061321258545
1566338263.3469064,21,0.7996323704719543
1566338263.6963544,22,0.787837028503418
1566338264.0501738,23,0.8074448704719543
1566338264.4035296,24,0.8013173937797546
1566338264.7528982,25,0.8164828419685364
1566338265.107928,26,0.8247548937797546
1566338265.4577532,27,0.8204656839370728
1566338265.8121324,28,0.8360906839370728
1566338266.1716406,29,0.8529411554336548
1566338266.532039,30,0.8295036554336548
1566338266.8870728,31,0.845588207244873
1566338267.2468894,32,0.8334864974021912
1566338267.604134,33,0.8313419222831726
1566338267.9586842,34,0.8434436321258545
1566338268.3172767,35,0.8105085492134094
1566338268.6739373,36,0.8576899766921997
1566338269.0486515,37,0.8448222875595093
1566338269.401788,38,0.8495710492134094
1566338269.7587447,39,0.8417585492134094
1566338270.1208308,40,0.842524528503418
1566338270.4815388,41,0.8403798937797546
1566338270.8517907,42,0.6916360259056091
1566338271.2161245,43,0.7979472875595093
1566338271.576472,44,0.8412989974021912
1566338271.9365668,45,0.8429840803146362
1566338272.297937,46,0.8330269455909729
1566338272.6484532,47,0.8043811321258545
1566338273.0074182,48,0.8325673937797546
1566338273.3606336,49,0.8650428652763367
1566338273.7163124,50,0.8491114974021912
1566338274.0806797,51,0.8681066036224365
1566338274.436353,52,0.8517156839370728
1566338274.7931497,53,0.8763786554336548
1566338275.149169,54,0.8564644455909729
1566338275.4986293,55,0.774050235748291
1566338275.8476045,56,0.8789828419685364
1566338276.2476795,57,0.8694853186607361
1566338276.6517856,58,0.8517156839370728
1566338277.0091794,59,0.8543198704719543
1566338277.3677664,60,0.8841911554336548
1566338277.727491,61,0.8988970518112183
1566338278.0769777,62,0.8789828419685364
1566338278.436584,63,0.8477328419685364
1566338278.8207896,64,0.881587028503418
1566338279.2032301,65,0.8720894455909729
1566338279.5570803,66,0.8898590803146362
1566338279.9080055,67,0.8396139740943909
1566338280.2604747,68,0.8481923937797546
1566338280.6222148,69,0.8195465803146362
1566338280.976318,70,0.8386948704719543
1566338281.3317068,71,0.8304228186607361
1566338281.6909962,72,0.875612735748291
1566338282.048231,73,0.8417585492134094
1566338282.4117565,74,0.8507965803146362
1566338282.7729251,75,0.8920036554336548
1566338283.1316428,76,0.8204656839370728
1566338283.4905915,77,0.865962028503418
1566338283.8448386,78,0.9076286554336548
1566338284.2038743,79,0.9102328419685364
1566338284.5572686,80,0.9166666865348816
1566338284.9180815,81,0.9123774766921997
1566338285.2734945,82,0.9201899766921997
1566338285.6302283,83,0.9119178652763367
1566338285.9990766,84,0.9111519455909729
1566338286.3632889,85,0.9154411554336548
1566338286.7400012,86,0.9054840803146362
1566338287.0917735,87,0.9270833134651184
1566338287.4612052,88,0.915900707244873
1566338287.8282175,89,0.9232536554336548
1566338288.186493,90,0.9353553652763367
1566338288.5526757,91,0.9249387383460999
1566338288.9265447,92,0.8066789507865906
1566338289.2880423,93,0.7945771813392639
1566338289.6464458,94,0.8642769455909729
1566338290.0120022,95,0.9019607901573181
1566338290.378113,96,0.9197303652763367
1566338290.7380626,97,0.9132965803146362
1566338291.1240675,98,0.8803614974021912
1566338291.4786372,99,0.8998161554336548
1566338291.8515115,100,0.9258578419685364
1566338292.2188396,101,0.9007353186607361
1566338292.5781598,102,0.9123774766921997
1566338292.9520469,103,0.9123774766921997
1566338293.3170264,104,0.9137561321258545
1566338293.7312438,105,0.9189644455909729
1566338294.0888715,106,0.920649528503418
1566338294.4466214,107,0.9353553652763367
1566338294.8217793,108,0.9227941036224365
1566338295.180401,109,0.9479166865348816
