Wall time,Step,Value
1564866239.9569917,0,0.13384205102920532
1564866240.290985,1,0.13687016069889069
1564866240.4658535,2,0.13687016069889069
1564866240.619835,3,0.4372577667236328
1564866240.779246,4,0.4232073724269867
1564866240.9490862,5,0.6454699635505676
1564866241.1081302,6,0.575339138507843
1564866241.261162,7,0.6607316136360168
1564866241.4146903,8,0.5453003644943237
1564866241.5882254,9,0.6879844665527344
1564866241.7423754,10,0.632267415523529
1564866241.8972585,11,0.6901647448539734
1564866242.0664573,12,0.556928277015686
1564866242.2197585,13,0.6025920510292053
1564866242.3927243,14,0.6438953280448914
1564866242.5470016,15,0.635295569896698
1564866242.7162533,16,0.6931928396224976
1564866242.8716235,17,0.7036094665527344
1564866243.0279877,18,0.6775678396224976
1564866243.1848347,19,0.7342538833618164
1564866243.3434124,20,0.6968265771865845
1564866243.5001929,21,0.6763566136360168
1564866243.6595218,22,0.6392926573753357
1564866243.8504655,23,0.6114341020584106
1564866244.0069292,24,0.697795569896698
1564866244.1607766,25,0.6879844665527344
1564866244.3242836,26,0.7562984228134155
1564866244.5319295,27,0.7489098906517029
1564866244.6901493,28,0.682170569896698
1564866244.8478796,29,0.6212451457977295
1564866245.0025504,30,0.6962209343910217
1564866245.159263,31,0.6913759708404541
1564866245.3181274,32,0.7455183863639832
1564866245.4763238,33,0.7154796719551086
1564866245.6298046,34,0.7611433863639832
1564866245.789043,35,0.7348594665527344
1564866245.9479353,36,0.7122092843055725
1564866246.099699,37,0.7354651093482971
1564866246.2729845,38,0.7569040656089783
1564866246.442816,39,0.7378876209259033
1564866246.6093938,40,0.7476986646652222
1564866246.766148,41,0.7651405334472656
1564866246.9199698,42,0.7308623790740967
1564866247.0742633,43,0.7489098906517029
1564866247.2289424,44,0.7023982405662537
1564866247.382415,45,0.6757509708404541
1564866247.5344846,46,0.7648982405662537
1564866247.6926546,47,0.7366763353347778
1564866247.8642664,48,0.7743459343910217
1564866248.018773,49,0.7406734228134155
1564866248.186316,50,0.7715600728988647
1564866248.3663821,51,0.741884708404541
1564866248.5238302,52,0.7813711166381836
1564866248.6804345,53,0.745276153087616
1564866248.8384428,54,0.7639292478561401
1564866248.9939063,55,0.7476986646652222
1564866249.1489275,56,0.7835513353347778
1564866249.3290682,57,0.7645348906517029
1564866249.484209,58,0.801598846912384
1564866249.64089,59,0.7082121968269348
1564866249.809903,60,0.7569040656089783
1564866249.9781077,61,0.7569040656089783
1564866250.1346128,62,0.7837936282157898
1564866250.2884107,63,0.7829457521438599
1564866250.441467,64,0.7847626209259033
1564866250.6101978,65,0.7593265771865845
1564866250.764743,66,0.7691376209259033
1564866250.9200218,67,0.7510901093482971
1564866251.090085,68,0.7685319781303406
1564866251.2426505,69,0.7911821603775024
1564866251.406387,70,0.789607584476471
1564866251.5737915,71,0.7749515771865845
1564866251.7299216,72,0.788759708404541
1564866251.911465,73,0.7470930218696594
1564866252.0678964,74,0.7819767594337463
1564866252.2266178,75,0.7777373790740967
1564866252.3833518,76,0.7871850728988647
1564866252.5385275,77,0.7957848906517029
1564866252.7078896,78,0.7847626209259033
1564866252.87792,79,0.7823401093482971
1564866253.0337276,80,0.8114098906517029
1564866253.1888678,81,0.8009932041168213
1564866253.3871844,82,0.773740291595459
1564866253.5427155,83,0.7529069781303406
1564866253.6972349,84,0.7691376209259033
1564866253.8515396,85,0.786579430103302
1564866254.0071259,86,0.7743459343910217
1564866254.1746387,87,0.7795542478561401
1564866254.3278377,88,0.7929990291595459
1564866254.4845014,89,0.7951792478561401
1564866254.6396713,90,0.8000242114067078
1564866254.7939737,91,0.8410852551460266
1564866254.9473825,92,0.7789486646652222
1564866255.1002202,93,0.7871850728988647
1564866255.2789803,94,0.7783430218696594
1564866255.4341908,95,0.7332848906517029
1564866255.5852652,96,0.786579430103302
1564866255.751555,97,0.7529069781303406
1564866255.906218,98,0.817223846912384
1564866256.0601032,99,0.798812985420227
1564866256.214216,100,0.8028100728988647
1564866256.3691835,101,0.7963905334472656
1564866256.5239046,102,0.814437985420227
1564866256.7065856,103,0.7917878031730652
1564866256.861522,104,0.8009932041168213
1564866257.0146444,105,0.8068071603775024
1564866257.171018,106,0.8150436282157898
1564866257.3308916,107,0.8196462988853455
1564866257.4896863,108,0.8098352551460266
1564866257.644691,109,0.8352712988853455
1564866257.8018274,110,0.8114098906517029
1564866257.9601717,111,0.802204430103302
1564866258.1153054,112,0.830062985420227
1564866258.2880428,113,0.8242490291595459
1564866258.4456608,114,0.7354651093482971
1564866258.6040356,115,0.7951792478561401
1564866258.760771,116,0.8074128031730652
1564866258.9149282,117,0.7621123790740967
1564866259.0727963,118,0.7951792478561401
1564866259.2350695,119,0.802204430103302
1564866259.391138,120,0.783187985420227
1564866259.5500705,121,0.7587209343910217
1564866259.7180922,122,0.8055959343910217
1564866259.8940225,123,0.8196462988853455
1564866260.0518095,124,0.7501211166381836
1564866260.208951,125,0.7917878031730652
1564866260.3745458,126,0.7777373790740967
1564866260.529652,127,0.8028100728988647
1564866260.6917303,128,0.767562985420227
1564866260.8543036,129,0.7562984228134155
1564866261.010827,130,0.7795542478561401
1564866261.1665044,131,0.8062015771865845
1564866261.3215466,132,0.8132267594337463
1564866261.496288,133,0.8108042478561401
1564866261.6508572,134,0.8120155334472656
1564866261.8048801,135,0.7957848906517029
1564866261.9841144,136,0.801598846912384
1564866262.1386166,137,0.8220688104629517
1564866262.2938979,138,0.6854408979415894
1564866262.4586687,139,0.7599321603775024
1564866262.613847,140,0.8086240291595459
1564866262.769126,141,0.8074128031730652
1564866262.924644,142,0.783187985420227
1564866263.080442,143,0.8248546719551086
1564866263.250196,144,0.8000242114067078
1564866263.4108312,145,0.8028100728988647
1564866263.584232,146,0.8340600728988647
1564866263.7498636,147,0.804990291595459
1564866263.9045155,148,0.7697432041168213
1564866264.0561883,149,0.8108042478561401
1564866264.2214975,150,0.8236433863639832
1564866264.3765397,151,0.8324854373931885
1564866264.5478458,152,0.8132267594337463
1564866264.7072945,153,0.8462936282157898
1564866264.8660672,154,0.8003876209259033
1564866265.0214434,155,0.8196462988853455
1564866265.18282,156,0.8288517594337463
1564866265.3392808,157,0.8358769416809082
1564866265.4966896,158,0.8306686282157898
1564866265.6488764,159,0.8306686282157898
1564866265.8064399,160,0.8248546719551086
1564866265.96077,161,0.8184350728988647
1564866266.1145678,162,0.8346657156944275
1564866266.2698202,163,0.786579430103302
1564866266.4241736,164,0.6619428396224976
1564866266.5786865,165,0.770954430103302
1564866266.735348,166,0.8000242114067078
1564866266.8899295,167,0.8184350728988647
1564866267.0449605,168,0.7923933863639832
1564866267.1984146,169,0.8086240291595459
1564866267.352464,170,0.8009932041168213
1564866267.5166433,171,0.8138323426246643
1564866267.6695862,172,0.8444767594337463
1564866267.825292,173,0.8352712988853455
1564866267.978659,174,0.8236433863639832
1564866268.1339552,175,0.802204430103302
1564866268.2890918,176,0.8230378031730652
1564866268.444501,177,0.8416908979415894
1564866268.6047323,178,0.8272771239280701
1564866268.7601273,179,0.8132267594337463
1564866268.9144666,180,0.852107584476471
1564866269.0912101,181,0.845687985420227
1564866269.2441175,182,0.8132267594337463
1564866269.3979785,183,0.8156492114067078
1564866269.5660722,184,0.8160126209259033
1564866269.7193549,185,0.8230378031730652
1564866269.8829288,186,0.7102712988853455
1564866270.0715437,187,0.7701066136360168
1564866270.2347357,188,0.8340600728988647
1564866270.4015663,189,0.8422965407371521
1564866270.58196,190,0.817829430103302
1564866270.7351975,191,0.802204430103302
1564866270.8915932,192,0.7997819781303406
1564866271.0482988,193,0.8346657156944275
1564866271.2040317,194,0.8282461166381836
1564866271.3615549,195,0.8230378031730652
1564866271.519077,196,0.8404796719551086
1564866271.6746373,197,0.8508962988853455
1564866271.8288908,198,0.8567102551460266
1564866271.987246,199,0.8398740291595459
